customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4376-KFVRS,Male,0,1,1,72,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,1,Credit card (automatic),114.050003051758,8468.2001953125,0
5886-VLQVU,Male,0,1,0,35,1,1.0,Fiber optic,0.0,0.0,0.0,1.0,0.0,1.0,Month-to-month,1,Bank transfer (automatic),89.8499984741211,3161.19995117188,0
3577-AMVUX,Male,0,0,0,1,1,0.0,DSL,0.0,0.0,1.0,1.0,0.0,0.0,Month-to-month,0,Mailed check,55.0499992370605,55.0499992370605,0
0771-WLCLA,Female,0,1,1,16,1,1.0,Fiber optic,1.0,0.0,1.0,1.0,1.0,1.0,Month-to-month,1,Electronic check,112.949996948242,1882.55004882813,0
5628-RKIFK,Female,1,0,0,49,1,1.0,Fiber optic,1.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,0,Credit card (automatic),101.550003051758,5070.39990234375,0
0206-TBWLC,Female,0,1,0,54,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,One year,1,Mailed check,114.650001525879,6049.5,0
2937-FTHUR,Female,0,0,1,18,1,1.0,DSL,1.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,0,Electronic check,64.8000030517578,1166.69995117188,0
1910-FMXJM,Female,0,1,0,36,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,0,Electronic check,80.4000015258789,2937.64990234375,0
7752-XUSCI,Female,0,0,0,60,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,105.900001525879,6396.4501953125,1
4110-PFEUZ,Female,0,0,0,1,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,69.5500030517578,69.5500030517578,1
0732-OCQOC,Female,0,1,1,52,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Bank transfer (automatic),25.0499992370605,1270.25,0
5168-MSWXT,Male,0,1,1,8,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,94.75,759.549987792969,0
1090-ESELR,Male,0,1,1,72,1,0.0,Fiber optic,1.0,1.0,0.0,1.0,1.0,1.0,Two year,0,Bank transfer (automatic),105.5,7611.5498046875,0
8592-PLTMQ,Female,0,0,0,64,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,0,Mailed check,24.7000007629395,1642.75,0
5760-WRAHC,Female,1,0,0,22,1,0.0,DSL,1.0,0.0,1.0,1.0,0.0,1.0,Month-to-month,1,Mailed check,69.75,1545.40002441406,0
8847-GEOOQ,Male,0,1,0,60,0,0.0,DSL,0.0,1.0,1.0,1.0,1.0,1.0,Month-to-month,1,Bank transfer (automatic),60.2000007629395,3582.39990234375,0
0256-LTHVJ,Female,0,1,1,28,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1,Electronic check,81.0500030517578,2227.10009765625,1
4785-FCIFB,Female,0,1,0,61,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Mailed check,24.3999996185303,1417.90002441406,0
8313-NDOIA,Female,0,0,0,24,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,104.150001525879,2494.64990234375,0
5149-CUZUJ,Male,0,1,1,28,1,0.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,0.0,One year,0,Bank transfer (automatic),92.9000015258789,2768.35009765625,0
0942-KOWSM,Female,0,1,1,30,1,0.0,DSL,0.0,1.0,1.0,1.0,1.0,1.0,Two year,0,Bank transfer (automatic),80.8000030517578,2369.30004882813,0
4237-CLSMM,Male,0,1,0,2,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,20.0,38.0,0
1452-VOQCH,Male,0,0,0,1,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,75.0999984741211,75.0999984741211,0
4719-UMSIY,Male,0,0,1,6,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,19.6499996185303,100.900001525879,0
6614-VBEGU,Female,0,1,0,24,1,0.0,DSL,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,1,Bank transfer (automatic),69.4499969482422,1614.05004882813,0
0880-TKATG,Male,0,1,1,4,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,0,Electronic check,101.150001525879,385.899993896484,1
3811-VBYBZ,Male,0,0,0,7,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,99.8000030517578,673.25,1
1480-BKXGA,Male,1,1,0,72,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,1,Bank transfer (automatic),116.050003051758,8404.900390625,0
2996-XAUVF,Male,0,0,0,70,0,0.0,DSL,0.0,0.0,0.0,1.0,0.0,1.0,Two year,1,Mailed check,40.0499992370605,2799.75,0
9076-AXYIK,Male,1,1,0,64,1,1.0,Fiber optic,0.0,0.0,1.0,1.0,1.0,1.0,Two year,0,Electronic check,102.099998474121,6538.4501953125,0
5968-XQIVE,Male,0,1,1,72,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,0.0,One year,1,Electronic check,89.6999969482422,6588.9501953125,0
8896-RAZCR,Female,0,0,1,44,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Mailed check,19.8999996185303,868.099975585938,0
4640-UHDOS,Female,0,1,1,13,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,0,Electronic check,55.9500007629395,734.349975585938,1
4933-IKULF,Female,1,0,0,17,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,0,Mailed check,20.6499996185303,330.600006103516,0
3583-EKAPL,Male,0,0,0,1,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1,Electronic check,55.0,55.0,1
1304-BCCFO,Male,0,1,0,9,1,0.0,DSL,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1,Mailed check,70.0500030517578,564.400024414063,0
4104-PVRPS,Male,0,1,0,24,1,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,0,Mailed check,53.5999984741211,1315.34997558594,0
9399-APLBT,Female,0,1,1,1,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,74.6999969482422,74.6999969482422,1
2359-KMGLI,Male,0,0,0,24,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,80.25,1861.5,1
3780-DDGSE,Male,1,1,1,35,1,0.0,DSL,0.0,1.0,0.0,1.0,1.0,1.0,Month-to-month,1,Electronic check,76.0500030517578,2747.19995117188,0
4431-EDMIQ,Female,0,1,1,7,1,0.0,DSL,1.0,1.0,1.0,1.0,1.0,0.0,Month-to-month,1,Electronic check,75.6999969482422,554.049987792969,0
0306-JAELE,Male,0,0,0,5,1,0.0,Fiber optic,0.0,0.0,0.0,1.0,1.0,1.0,Month-to-month,1,Electronic check,96.0999984741211,453.399993896484,1
6227-HWPWX,Female,0,0,1,15,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Bank transfer (automatic),69.0,994.799987792969,1
0486-LGCCH,Male,0,1,1,11,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Mailed check,19.6499996185303,225.75,0
0447-BEMNG,Female,0,1,0,48,0,0.0,DSL,1.0,0.0,1.0,0.0,0.0,1.0,Month-to-month,1,Bank transfer (automatic),45.2999992370605,2145.0,1
4612-SSVHJ,Female,1,0,0,20,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1,Electronic check,81.4499969482422,1671.59997558594,0
5168-MQQCA,Female,0,1,0,72,1,1.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,One year,1,Bank transfer (automatic),108.5,8003.7998046875,0
5949-XIKAE,Female,0,1,1,8,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,83.5500030517578,680.049987792969,1
7971-HLVXI,Male,0,1,1,72,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Two year,1,Credit card (automatic),84.5,6130.85009765625,0
9094-AZPHK,Female,0,0,0,15,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,100.150001525879,1415.0,0
3649-JPUGY,Male,0,0,0,72,1,1.0,DSL,0.0,1.0,1.0,1.0,1.0,1.0,Two year,1,Bank transfer (automatic),88.5999984741211,6201.9501953125,0
4472-LVYGI,Female,0,1,1,0,0,0.0,DSL,1.0,0.0,1.0,1.0,1.0,0.0,Two year,1,Bank transfer (automatic),52.5499992370605,0.0,0
8372-JUXUI,Male,0,0,1,1,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,74.3499984741211,74.3499984741211,1
3552-CTCYF,Male,0,1,1,63,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,Two year,1,Bank transfer (automatic),104.800003051758,6597.25,0
6778-YSNIH,Female,0,0,0,2,1,0.0,DSL,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,59.0,114.150001525879,0
0388-EOPEX,Female,0,1,0,2,1,0.0,Fiber optic,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,74.4000015258789,139.399993896484,1
5756-OZRIO,Male,1,1,0,61,1,1.0,DSL,0.0,1.0,0.0,0.0,0.0,1.0,One year,0,Bank transfer (automatic),64.0500030517578,3902.60009765625,0
6579-JPICP,Male,0,0,0,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,20.3999996185303,20.3999996185303,0
8205-OTCHB,Male,0,0,0,22,0,0.0,DSL,0.0,1.0,1.0,0.0,0.0,1.0,One year,1,Bank transfer (automatic),43.75,903.599975585938,1
4134-BSXLX,Male,0,1,0,28,1,0.0,DSL,1.0,1.0,0.0,1.0,0.0,0.0,Month-to-month,0,Mailed check,60.9000015258789,1785.65002441406,0
0505-SPOOW,Female,0,1,0,70,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Bank transfer (automatic),19.7999992370605,1397.65002441406,0
6235-VDHOM,Female,1,0,0,5,0,0.0,DSL,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,0,Electronic check,28.4500007629395,131.050003051758,1
7783-YKGDV,Female,0,0,0,12,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,0.0,1.0,Month-to-month,1,Bank transfer (automatic),99.6999969482422,1238.44995117188,1
4374-YMUSQ,Male,0,0,0,34,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,One year,0,Credit card (automatic),116.25,3899.05004882813,0
4513-CXYIX,Female,1,1,0,71,1,1.0,Fiber optic,1.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Credit card (automatic),80.6999969482422,5676.0,0
3957-HHLMR,Female,0,1,1,70,1,1.0,DSL,1.0,0.0,0.0,0.0,0.0,1.0,One year,0,Bank transfer (automatic),65.1999969482422,4543.14990234375,0
7803-XOCCZ,Female,0,1,1,52,1,0.0,Fiber optic,1.0,0.0,1.0,1.0,0.0,0.0,Month-to-month,1,Bank transfer (automatic),84.0500030517578,4326.7998046875,0
5736-YEJAX,Male,0,0,1,69,1,1.0,DSL,1.0,1.0,1.0,1.0,1.0,0.0,Two year,1,Credit card (automatic),79.4499969482422,5502.5498046875,0
5609-CEBID,Female,1,0,0,20,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,0.0,1.0,Month-to-month,1,Electronic check,94.0999984741211,1782.40002441406,1
8981-FJGLA,Male,0,0,1,11,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,0.0,Month-to-month,1,Mailed check,78.0,851.799987792969,0
7218-HKQFK,Male,0,1,0,2,1,0.0,Fiber optic,0.0,0.0,0.0,1.0,1.0,1.0,Month-to-month,1,Electronic check,94.1999969482422,167.5,1
4636-QRJKY,Female,0,1,1,6,1,1.0,Fiber optic,0.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,1,Electronic check,80.5,502.850006103516,1
1135-LMECX,Female,0,0,0,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,19.8500003814697,19.8500003814697,0
4332-MUOEZ,Male,1,1,1,20,1,0.0,Fiber optic,1.0,0.0,1.0,1.0,0.0,1.0,One year,0,Credit card (automatic),94.3000030517578,1818.30004882813,0
8535-SFUTN,Male,0,0,0,61,1,1.0,Fiber optic,1.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,106.449996948242,6300.14990234375,0
5956-VKDTT,Female,1,1,0,5,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,74.3499984741211,334.799987792969,1
8677-HDZEE,Female,0,0,0,56,1,1.0,Fiber optic,0.0,1.0,0.0,1.0,1.0,1.0,Month-to-month,1,Bank transfer (automatic),105.449996948242,5916.9501953125,0
2475-MROZF,Male,0,0,0,30,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,0.0,0.0,Month-to-month,1,Credit card (automatic),95.0,2852.39990234375,0
9412-GHEEC,Male,0,0,0,40,1,1.0,Fiber optic,0.0,0.0,1.0,1.0,1.0,1.0,Month-to-month,0,Bank transfer (automatic),104.800003051758,4131.9501953125,1
3482-ABPKK,Female,0,0,0,28,1,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,One year,0,Mailed check,54.2999992370605,1546.30004882813,0
6705-LXORM,Female,1,1,0,5,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Electronic check,70.0500030517578,302.600006103516,0
0257-ZESQC,Female,1,1,0,27,1,0.0,Fiber optic,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Bank transfer (automatic),75.1999969482422,1929.34997558594,1
7531-GQHME,Male,0,0,0,12,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Credit card (automatic),20.0499992370605,265.450012207031,0
5174-ITUMV,Male,0,1,1,67,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,One year,1,Electronic check,105.400001525879,6989.4501953125,0
4109-CYRBD,Male,1,1,0,29,1,1.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,51.5999984741211,1442.0,0
0913-XWSCN,Male,0,1,1,55,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,0,Bank transfer (automatic),85.5,4713.39990234375,0
6825-UYPFK,Female,0,0,0,23,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Bank transfer (automatic),75.5999984741211,1758.59997558594,1
8397-MVTAZ,Male,0,1,0,34,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,100.050003051758,3480.0,1
0750-EBAIU,Male,0,0,0,52,1,0.0,Fiber optic,1.0,0.0,1.0,0.0,1.0,0.0,One year,0,Electronic check,91.25,4738.2998046875,0
8606-CIQUL,Male,1,1,1,72,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,1,Credit card (automatic),115.75,8399.150390625,0
3571-DPYUH,Male,0,1,1,58,1,1.0,Fiber optic,0.0,1.0,0.0,1.0,1.0,0.0,One year,1,Credit card (automatic),94.6999969482422,5430.35009765625,0
7601-GNDYK,Male,0,1,1,35,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Mailed check,19.6000003814697,686.950012207031,0
0356-OBMAC,Female,1,0,0,56,1,1.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,0.0,Two year,1,Bank transfer (automatic),99.9000015258789,5706.2998046875,0
8067-NIOYM,Female,0,1,1,24,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Credit card (automatic),21.1000003814697,490.649993896484,0
1403-GYAFU,Male,0,1,1,70,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Credit card (automatic),20.0499992370605,1360.25,0
4234-XTNEA,Male,0,0,0,2,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,79.9499969482422,174.449996948242,0
1297-VQDRP,Male,1,1,1,68,1,1.0,Fiber optic,0.0,0.0,1.0,1.0,1.0,1.0,One year,1,Credit card (automatic),107.150001525879,7379.7998046875,0
9282-IZGQK,Female,0,0,0,1,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1,Electronic check,85.0,85.0,1
5348-CAGXB,Male,0,0,0,12,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,89.5500030517578,1021.75,0
0621-HJWXJ,Female,0,1,0,63,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,1,Bank transfer (automatic),81.5500030517578,5029.0498046875,0
5844-QVTAT,Female,0,1,1,33,1,0.0,DSL,1.0,1.0,1.0,0.0,0.0,0.0,One year,1,Mailed check,58.4500007629395,1955.40002441406,0
8905-IAZPF,Female,0,1,0,69,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,One year,1,Credit card (automatic),95.6500015258789,6744.2001953125,0
5394-MEITZ,Female,0,1,1,60,1,0.0,DSL,0.0,1.0,1.0,1.0,1.0,1.0,Two year,1,Bank transfer (automatic),80.5999984741211,4946.7001953125,0
6859-QNXIQ,Female,0,1,1,72,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,1,Bank transfer (automatic),113.099998474121,8248.5,0
2782-LFZVW,Female,0,0,0,11,1,1.0,DSL,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1,Mailed check,58.9500007629395,601.599975585938,0
2866-IKBTM,Female,0,0,0,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,19.5499992370605,19.5499992370605,0
1342-JPNKI,Male,0,0,0,10,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,1,Bank transfer (automatic),86.0500030517578,834.099975585938,1
2817-NTQDO,Male,0,0,0,13,0,0.0,DSL,1.0,0.0,0.0,1.0,1.0,0.0,Month-to-month,1,Credit card (automatic),45.5499992370605,597.0,1
7129-AZJDE,Male,0,1,1,34,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,One year,1,Bank transfer (automatic),78.9499969482422,2647.19995117188,0
6986-IJDHX,Male,0,1,1,39,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,1,Mailed check,86.3000030517578,3266.0,1
2560-PPCHE,Female,0,0,0,65,1,1.0,Fiber optic,0.0,1.0,0.0,1.0,1.0,1.0,One year,1,Bank transfer (automatic),105.050003051758,6744.25,0
4676-MQUEA,Male,1,1,0,50,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,1.0,0.0,One year,1,Bank transfer (automatic),101.900001525879,5265.5,0
8138-EALND,Male,0,0,0,15,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,19.75,311.600006103516,0
3580-HYCSP,Male,0,1,1,72,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,1.0,1.0,Two year,1,Bank transfer (automatic),110.300003051758,7966.89990234375,0
1352-HNSAW,Female,0,1,1,72,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,1,Bank transfer (automatic),115.599998474121,8220.400390625,0
2075-PUEPR,Male,0,1,1,55,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Bank transfer (automatic),19.3500003814697,1153.25,0
1982-FEBTD,Female,0,1,1,23,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Credit card (automatic),25.6000003814697,514.75,0
5301-GAUUY,Male,0,0,0,32,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,1,Bank transfer (automatic),80.3499984741211,2596.14990234375,1
5791-KAJFD,Female,0,1,1,56,1,1.0,DSL,1.0,0.0,1.0,0.0,0.0,1.0,One year,1,Bank transfer (automatic),68.75,3808.0,0
2654-VBVPB,Female,0,0,0,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Bank transfer (automatic),19.8999996185303,19.8999996185303,0
1154-HYWWO,Male,0,0,0,38,1,0.0,DSL,1.0,1.0,0.0,1.0,1.0,0.0,One year,0,Mailed check,70.5999984741211,2708.19995117188,0
2501-XWWTZ,Male,0,0,0,11,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Electronic check,70.1999969482422,760.049987792969,0
3716-UVSPD,Male,0,0,0,1,1,0.0,DSL,0.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,1,Electronic check,49.2999992370605,49.2999992370605,0
6815-ABQFQ,Male,0,1,0,56,1,1.0,Fiber optic,0.0,1.0,0.0,1.0,1.0,1.0,One year,1,Electronic check,107.25,6033.2998046875,0
7343-EOBEU,Male,0,1,0,3,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Mailed check,23.6000003814697,89.0500030517578,0
3701-SFMUH,Male,0,1,1,7,1,0.0,DSL,1.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,0,Credit card (automatic),69.6999969482422,516.150024414063,0
6103-LIANB,Male,0,1,1,59,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Two year,1,Credit card (automatic),99.5,5861.75,0
7319-VENRZ,Male,0,0,0,7,1,0.0,DSL,0.0,0.0,1.0,1.0,1.0,0.0,Month-to-month,0,Bank transfer (automatic),64.3000030517578,445.950012207031,0
5846-NEQVZ,Male,0,1,1,71,1,0.0,DSL,1.0,0.0,1.0,1.0,0.0,1.0,Two year,1,Credit card (automatic),70.8499984741211,4973.39990234375,0
6967-QIQRV,Male,0,1,1,15,1,0.0,Fiber optic,1.0,0.0,0.0,1.0,1.0,1.0,One year,0,Electronic check,101.900001525879,1667.25,0
5781-RFZRP,Male,0,1,0,71,1,1.0,DSL,1.0,1.0,0.0,1.0,1.0,0.0,Two year,0,Credit card (automatic),73.5,5357.75,0
0939-YAPAF,Female,0,0,0,35,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,100.25,3527.60009765625,1
0308-IVGOK,Female,0,0,0,11,0,0.0,DSL,0.0,1.0,1.0,1.0,0.0,0.0,One year,1,Credit card (automatic),40.4000015258789,422.600006103516,0
7293-LSCDV,Female,0,1,1,60,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Credit card (automatic),19.25,1103.25,0
7025-WCBNE,Male,1,0,0,47,1,1.0,DSL,0.0,1.0,0.0,1.0,0.0,0.0,Two year,0,Bank transfer (automatic),59.5999984741211,2754.0,0
5756-JYOJT,Female,0,0,0,11,1,0.0,DSL,0.0,0.0,1.0,1.0,0.0,1.0,One year,0,Credit card (automatic),64.9000015258789,697.25,0
4710-FDUIZ,Male,0,1,0,56,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,One year,0,Credit card (automatic),100.300003051758,5614.4501953125,1
6030-REHUX,Female,1,1,0,28,1,1.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,Month-to-month,1,Electronic check,110.849998474121,3204.39990234375,0
9548-LIGTA,Male,0,1,0,61,1,0.0,DSL,1.0,1.0,0.0,1.0,1.0,1.0,Two year,1,Mailed check,81.0500030517578,4747.64990234375,0
5150-LJNSR,Male,0,1,1,31,1,1.0,Fiber optic,1.0,0.0,1.0,0.0,1.0,0.0,One year,0,Bank transfer (automatic),98.0500030517578,3082.10009765625,0
8270-RKSAP,Male,0,0,0,9,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,70.5,597.900024414063,0
6522-YRBXD,Male,1,1,0,35,1,1.0,Fiber optic,1.0,1.0,0.0,0.0,0.0,1.0,Month-to-month,1,Electronic check,94.5500030517578,3365.39990234375,0
2640-LYMOV,Male,0,0,0,2,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Mailed check,19.6499996185303,38.7999992370605,0
1218-VKFPE,Female,0,1,1,12,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,19.0,233.550003051758,1
3627-FHKBK,Female,0,0,0,1,1,0.0,Fiber optic,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,75.3000030517578,75.3000030517578,1
2865-TCHJW,Female,1,0,0,4,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,89.1999969482422,346.200012207031,1
1423-BMPBQ,Female,0,1,1,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Mailed check,19.0,19.0,0
2393-DIVAI,Female,0,0,0,3,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Mailed check,20.0,61.7000007629395,0
5192-EBGOV,Female,1,0,0,1,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,85.6999969482422,85.6999969482422,1
4568-KNYWR,Male,0,0,0,52,1,0.0,DSL,1.0,1.0,0.0,0.0,1.0,0.0,Two year,1,Credit card (automatic),63.25,3342.44995117188,0
8752-IMQOS,Male,0,1,1,5,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,0,Mailed check,20.1000003814697,85.0999984741211,0
0742-LAFQK,Male,0,1,0,72,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,0.0,1.0,Two year,1,Electronic check,99.1500015258789,7422.10009765625,0
0795-LAFGP,Male,0,1,1,71,1,1.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,0,Electronic check,90.4000015258789,6668.0498046875,0
0619-OLYUR,Male,0,1,0,72,1,1.0,Fiber optic,1.0,0.0,1.0,1.0,1.0,1.0,Two year,1,Credit card (automatic),111.900001525879,8071.0498046875,0
5512-IDZEI,Male,0,1,1,46,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,0,Electronic check,24.8999996185303,1174.80004882813,0
0459-SPZHJ,Male,0,1,1,63,1,1.0,DSL,1.0,1.0,1.0,0.0,1.0,1.0,Two year,0,Credit card (automatic),83.5,5435.0,0
0215-BQKGS,Male,0,0,0,30,1,0.0,Fiber optic,1.0,1.0,1.0,0.0,0.0,0.0,Month-to-month,1,Credit card (automatic),84.3000030517578,2438.60009765625,0
9244-ZVAPM,Male,0,0,0,1,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,45.5999984741211,45.5999984741211,0
0719-SYFRB,Female,0,0,0,12,1,1.0,DSL,1.0,0.0,1.0,1.0,0.0,0.0,Month-to-month,1,Mailed check,61.6500015258789,713.75,1
